,Albanian,Parameter,Bulgarian,Hungarian,Romanian
3268,argil,clay,glina,agyag,huma
3269,argil,clay,prat,agyag,argila
3270,argil,clay,prat,agyag,lut
3271,argil,clay,prat,agyag,huma
3272,kelk,glass,staklo,uveg,sticla
3273,am,glass,staklo,uveg,sticla
3274,sport,basket,kosnica,kosar,cos
3275,sport,basket,kosnica,kosar,paner
3276,kos,basket,kosnica,kosar,cos
3277,kos,basket,kosnica,kosar,paner
3286,gend,carve,dalbaja,farag,sculpta
3287,gend,carve,izrjazvam,farag,sculpta
3288,gend,carve,izvajvam,farag,sculpta
3289,skalit,carve,dalbaja,farag,sculpta
3290,skalit,carve,izrjazvam,farag,sculpta
3291,skalit,carve,izvajvam,farag,sculpta
3292,gends,sculptor,skulptor,szobrasz,sculptor
3293,gends,sculptor,vajatel,szobrasz,sculptor
3294,skulptor,sculptor,skulptor,szobrasz,sculptor
3295,skulptor,sculptor,vajatel,szobrasz,sculptor
3296,daltues,sculptor,skulptor,szobrasz,sculptor
3297,daltues,sculptor,vajatel,szobrasz,sculptor
3298,statore,statue,statuja,szobor,statue
3299,statore,statue,izvajanie,szobor,statue
3300,statuy,statue,statuja,szobor,statue
3301,statuy,statue,izvajanie,szobor,statue
3302,dalt,chisel,dleto,ves,dalta
3303,boyngurk,paintnoun,boja,szin,vapsea
3304,boyngurk,paintnoun,boja,festek,vapsea
3305,boyatis,paint,risuvam,fest,vapsi
3306,boyatis,paint,risuvam,fest,zugravi
3307,boyatis,paint,risuvam,mazol,vapsi
3308,boyatis,paint,risuvam,mazol,zugravi
3309,boyatis,paint,bojadisvam,fest,vapsi
3310,boyatis,paint,bojadisvam,fest,zugravi
3311,boyatis,paint,bojadisvam,mazol,vapsi
3312,boyatis,paint,bojadisvam,mazol,zugravi
3313,lviz,move,dvizase,mozdit,misca
3314,lviz,move,mestjase,mozdit,misca
3315,ecn,move,dvizase,mozdit,misca
3316,ecn,move,mestjase,mozdit,misca
3317,prmbus,turnover,obrastam,megfordul,intoarce
3318,prmbus,turnover,obrastam,felborit,intoarce
3319,prmbus,turnover,preobrastam,megfordul,intoarce
3320,prmbus,turnover,preobrastam,felborit,intoarce
3321,prmbus,turnover,prekaturvam,megfordul,intoarce
3322,prmbus,turnover,prekaturvam,felborit,intoarce
3323,rotulon,turnaround,obrastam,megfordit,invirti
3324,kehet,turnaround,obrastam,megfordit,invirti
3325,rotulon,roll,tarkaljam,felczavar,rostogoli
3326,rotulon,roll,tarkaljam,gordul,rostogoli
3327,rotulon,roll,valjamse,felczavar,rostogoli
3328,rotulon,roll,valjamse,gordul,rostogoli
3345,ngrihet,rise,izdigam,felszall,sescula
3346,ngrihet,rise,izdigam,felszall,seridica
3347,ngrihet,rise,izdigam,felkel,sescula
3348,ngrihet,rise,izdigam,felkel,seridica
3349,ngrihet,rise,vdigam,felszall,sescula
3350,ngrihet,rise,vdigam,felszall,seridica
3351,ngrihet,rise,vdigam,felkel,sescula
3352,ngrihet,rise,vdigam,felkel,seridica
3353,ngrihet,rise,stavam,felszall,sescula
3354,ngrihet,rise,stavam,felszall,seridica
3355,ngrihet,rise,stavam,felkel,sescula
3356,ngrihet,rise,stavam,felkel,seridica
3357,ngreh,raise,vdigam,emel,ridica
3358,ngreh,raise,digam,emel,ridica
3359,ngreh,raise,povdigam,emel,ridica
3360,ngreh,raise,izdigam,emel,ridica
3361,ngreh,raise,izpravjam,emel,ridica
3362,bie,fall,padam,esik,cadea
3363,ra,fall,padam,esik,cadea
3364,rzohet,fall,padam,esik,cadea
3365,pikon,drip,kapja,czepereg,picatur
3366,pikon,drip,kapja,czepereg,stropguta
3367,he,throw,xvarljam,dob,arunca
3368,he,throw,xvarljam,vet,arunca
3369,flak,throw,xvarljam,dob,arunca
3370,flak,throw,xvarljam,vet,arunca
3375,skund,shake,klatjase,raz,scutura
3376,skund,shake,poklastam,raz,scutura
3377,skund,shake,razklastam,raz,scutura
3378,skund,shake,raztarsvam,raz,scutura
3379,skund,shake,tresase,raz,scutura
3380,suk,shake,klatjase,raz,scutura
3381,suk,shake,poklastam,raz,scutura
3382,suk,shake,razklastam,raz,scutura
3383,suk,shake,raztarsvam,raz,scutura
3384,suk,shake,tresase,raz,scutura
3385,tund,shake,klatjase,raz,scutura
3386,tund,shake,poklastam,raz,scutura
3387,tund,shake,razklastam,raz,scutura
3388,tund,shake,raztarsvam,raz,scutura
3389,tund,shake,tresase,raz,scutura
3390,rye,flow,teka,folyik,curge
3391,rye,flow,teka,omlik,curge
3392,rye,flow,vlivam,folyik,curge
3393,rye,flow,vlivam,omlik,curge
3394,zbraz,flow,teka,folyik,curge
3395,zbraz,flow,teka,omlik,curge
3396,zbraz,flow,vlivam,folyik,curge
3397,zbraz,flow,vlivam,omlik,curge
3398,fundos,sink,potavam,beft,scufunda
3399,mbut,sink,potavam,beft,scufunda
3400,zdrupet,sink,potavam,beft,scufunda
3401,pluskon,float,plavam,uszik,pluti
3402,pluskon,float,plavam,furdik,pluti
3403,pluskon,float,pluvam,uszik,pluti
3404,pluskon,float,pluvam,furdik,pluti
3405,fluskon,float,plavam,uszik,pluti
3406,fluskon,float,plavam,furdik,pluti
3407,fluskon,float,pluvam,uszik,pluti
3408,fluskon,float,pluvam,furdik,pluti
3409,noton,swim,pluvam,uszik,inota
3410,noton,swim,plavam,uszik,inota
3416,frun,blow,duxam,fuy,sufla
3417,frun,blow,duxvam,fuy,sufla
3418,frun,blow,veja,fuy,sufla
3419,zvaritet,creep,palzja,maszik,setiri
3420,zvaritet,creep,palzja,kuszik,setiri
3421,zvaritet,creep,lazja,maszik,setiri
3422,zvaritet,creep,lazja,kuszik,setiri
3423,zargohet,creep,palzja,maszik,setiri
3424,zargohet,creep,palzja,kuszik,setiri
3425,zargohet,creep,lazja,maszik,setiri
3426,zargohet,creep,lazja,kuszik,setiri
3432,sket,slide,xlazgam,besurran,aluneca
3433,sket,slide,plazgam,besurran,aluneca
3434,rket,slide,xlazgam,besurran,aluneca
3435,rket,slide,plazgam,besurran,aluneca
3436,hiet,jump,skacam,ugrik,sari
3437,krcen,jump,skacam,ugrik,sari
3440,krcen,dance,igraja,tancol,dansa
3441,krcen,dance,igraja,tancol,juca
3442,krcen,dance,tancuvam,tancol,dansa
3443,krcen,dance,tancuvam,tancol,juca
3444,valon,dance,igraja,tancol,dansa
3445,valon,dance,igraja,tancol,juca
3446,valon,dance,tancuvam,tancol,dansa
3447,valon,dance,tancuvam,tancol,juca
3448,ecn,walk,varvja,setal,umbla
3449,ecn,walk,varvja,setal,merge
3450,ecn,walk,varvja,megy,umbla
3451,ecn,walk,varvja,megy,merge
3452,ecn,walk,xodja,setal,umbla
3453,ecn,walk,xodja,setal,merge
3454,ecn,walk,xodja,megy,umbla
3455,ecn,walk,xodja,megy,merge
3456,mkmbet,walk,varvja,setal,umbla
3457,mkmbet,walk,varvja,setal,merge
3458,mkmbet,walk,varvja,megy,umbla
3459,mkmbet,walk,varvja,megy,merge
3460,mkmbet,walk,xodja,setal,umbla
3461,mkmbet,walk,xodja,setal,merge
3462,mkmbet,walk,xodja,megy,umbla
3463,mkmbet,walk,xodja,megy,merge
3468,bre,run,bjagam,fut,alerga
3469,bre,run,bjagam,szalad,alerga
3470,bre,run,ticam,fut,alerga
3471,bre,run,ticam,szalad,alerga
3472,vrapon,run,bjagam,fut,alerga
3473,vrapon,run,bjagam,szalad,alerga
3474,vrapon,run,ticam,fut,alerga
3475,vrapon,run,ticam,szalad,alerga
3476,rend,run,bjagam,fut,alerga
3477,rend,run,bjagam,szalad,alerga
3478,rend,run,ticam,fut,alerga
3479,rend,run,ticam,szalad,alerga
3480,skon,go,otivam,megy,merge
3481,skon,go,otivam,megy,umbla
3482,skon,go,otivam,lesz,merge
3483,skon,go,otivam,lesz,umbla
3484,skon,go,xodja,megy,merge
3485,skon,go,xodja,megy,umbla
3486,skon,go,xodja,lesz,merge
3487,skon,go,xodja,lesz,umbla
3488,vete,go,otivam,megy,merge
3489,vete,go,otivam,megy,umbla
3490,vete,go,otivam,lesz,merge
3491,vete,go,otivam,lesz,umbla
3492,vete,go,xodja,megy,merge
3493,vete,go,xodja,megy,umbla
3494,vete,go,xodja,lesz,merge
3495,vete,go,xodja,lesz,umbla
3505,vyen,come,idvam,yon,veni
3506,vyen,come,idvam,megy,veni
3507,vyen,come,idvam,kerul,veni
3510,ikn,goaway,otivam,elmegy,pleca
3511,ikn,goaway,otivam,eltavozik,pleca
3512,ikn,goaway,zaminavam,elmegy,pleca
3513,ikn,goaway,zaminavam,eltavozik,pleca
3516,aratiset,flee,bjagam,elmenekul,fugi
3517,aratiset,flee,bjagam,elfut,fugi
3518,aratiset,flee,pobjagvam,elmenekul,fugi
3519,aratiset,flee,pobjagvam,elfut,fugi
3520,ndyek,follow,sledvam,kovet,urma
3521,ndyek,pursue,presledvam,uldoz,urmari
3522,ndyek,pursue,presledvam,uldoz,goni
3523,pilohet,pursue,presledvam,uldoz,urmari
3524,pilohet,pursue,presledvam,uldoz,goni
3525,arin,reach,pristigam,erkezik,ajunge
3526,arin,reach,pristigam,erkezik,sosi
3527,arin,reach,pristigam,yon,ajunge
3528,arin,reach,pristigam,yon,sosi
3529,arin,reach,stigam,erkezik,ajunge
3530,arin,reach,stigam,erkezik,sosi
3531,arin,reach,stigam,yon,ajunge
3532,arin,reach,stigam,yon,sosi
3533,arin,reach,dostigam,erkezik,ajunge
3534,arin,reach,dostigam,erkezik,sosi
3535,arin,reach,dostigam,yon,ajunge
3536,arin,reach,dostigam,yon,sosi
3537,afrohet,approach,doblizavam,kozeledik,apropia
3538,hun,enter,vlizam,beyon,intra
3539,hun,enter,vlizam,bemegy,intra
3540,futet,enter,vlizam,beyon,intra
3541,futet,enter,vlizam,bemegy,intra
3542,mban,carrybear,nosja,hord,purta
3543,mban,carrybear,nosja,hord,duce
3544,mbart,carrybear,nosja,hord,purta
3545,mbart,carrybear,nosja,hord,duce
3546,syel,bring,donasjam,hoz,aduce
3547,syel,bring,nosja,hoz,aduce
3548,bie,bring,donasjam,hoz,aduce
3549,bie,bring,nosja,hoz,aduce
3552,prin,lead,vodja,vezet,duce
3553,prin,lead,vodja,vezet,conduce
3554,uhek,lead,vodja,vezet,duce
3555,uhek,lead,vodja,vezet,conduce
3556,con,drive,karam,vezet,goni
3557,con,drive,karam,vezet,mina
3558,con,drive,karam,hayt,goni
3559,con,drive,karam,hayt,mina
3560,nget,drive,karam,vezet,goni
3561,nget,drive,karam,vezet,mina
3562,nget,drive,karam,hayt,goni
3563,nget,drive,karam,hayt,mina
3564,kalon,ride,jazdja,lovagol,umblamergecalare
3565,kalon,ride,jazdja,lovagol,cutrasura
3566,kalon,ride,jaxam,lovagol,umblamergecalare
3567,kalon,ride,jaxam,lovagol,cutrasura
3568,stun,push,butam,elhalaszt,impinge
3569,stun,push,butam,elhalaszt,imbrinci
3570,stun,push,butam,lok,impinge
3571,stun,push,butam,lok,imbrinci
3572,rug,road,pat,ut,drum
3573,rug,road,pat,ut,cale
3574,u,road,pat,ut,drum
3575,u,road,pat,ut,cale
3576,steg,path,pateka,ut,carare
3577,steg,path,pateka,osveny,carare
3578,steg,path,patecka,ut,carare
3579,steg,path,patecka,osveny,carare
3580,u,path,pateka,ut,carare
3581,u,path,pateka,osveny,carare
3582,u,path,patecka,ut,carare
3583,u,path,patecka,osveny,carare
3584,rav,path,pateka,ut,carare
3585,rav,path,pateka,osveny,carare
3586,rav,path,patecka,ut,carare
3587,rav,path,patecka,osveny,carare
3588,ur,bridge,most,hid,pod
3589,karoc,carriage,kola,koczi,trasur
3590,karoc,carriage,kola,koczi,caru
3591,karoc,carriage,kola,koczi,car
3592,karoc,carriage,kola,hinto,trasur
3593,karoc,carriage,kola,hinto,caru
3594,karoc,carriage,kola,hinto,car
3595,karoc,carriage,kola,vagon,trasur
3596,karoc,carriage,kola,vagon,caru
3597,karoc,carriage,kola,vagon,car
3598,karoc,carriage,karuca,koczi,trasur
3599,karoc,carriage,karuca,koczi,caru
3600,karoc,carriage,karuca,koczi,car
3601,karoc,carriage,karuca,hinto,trasur
3602,karoc,carriage,karuca,hinto,caru
3603,karoc,carriage,karuca,hinto,car
3604,karoc,carriage,karuca,vagon,trasur
3605,karoc,carriage,karuca,vagon,caru
3606,karoc,carriage,karuca,vagon,car
3607,karoc,carriage,kareta,koczi,trasur
3608,karoc,carriage,kareta,koczi,caru
3609,karoc,carriage,kareta,koczi,car
3610,karoc,carriage,kareta,hinto,trasur
3611,karoc,carriage,kareta,hinto,caru
3612,karoc,carriage,kareta,hinto,car
3613,karoc,carriage,kareta,vagon,trasur
3614,karoc,carriage,kareta,vagon,caru
3615,karoc,carriage,kareta,vagon,car
3616,kee,carriage,kola,koczi,trasur
3617,kee,carriage,kola,koczi,caru
3618,kee,carriage,kola,koczi,car
3619,kee,carriage,kola,hinto,trasur
3620,kee,carriage,kola,hinto,caru
3621,kee,carriage,kola,hinto,car
3622,kee,carriage,kola,vagon,trasur
3623,kee,carriage,kola,vagon,caru
3624,kee,carriage,kola,vagon,car
3625,kee,carriage,karuca,koczi,trasur
3626,kee,carriage,karuca,koczi,caru
3627,kee,carriage,karuca,koczi,car
3628,kee,carriage,karuca,hinto,trasur
3629,kee,carriage,karuca,hinto,caru
3630,kee,carriage,karuca,hinto,car
3631,kee,carriage,karuca,vagon,trasur
3632,kee,carriage,karuca,vagon,caru
3633,kee,carriage,karuca,vagon,car
3634,kee,carriage,kareta,koczi,trasur
3635,kee,carriage,kareta,koczi,caru
3636,kee,carriage,kareta,koczi,car
3637,kee,carriage,kareta,hinto,trasur
3638,kee,carriage,kareta,hinto,caru
3639,kee,carriage,kareta,hinto,car
3640,kee,carriage,kareta,vagon,trasur
3641,kee,carriage,kareta,vagon,caru
3642,kee,carriage,kareta,vagon,car
3643,karo,carriage,kola,koczi,trasur
3644,karo,carriage,kola,koczi,caru
3645,karo,carriage,kola,koczi,car
3646,karo,carriage,kola,hinto,trasur
3647,karo,carriage,kola,hinto,caru
3648,karo,carriage,kola,hinto,car
3649,karo,carriage,kola,vagon,trasur
3650,karo,carriage,kola,vagon,caru
3651,karo,carriage,kola,vagon,car
3652,karo,carriage,karuca,koczi,trasur
3653,karo,carriage,karuca,koczi,caru
3654,karo,carriage,karuca,koczi,car
3655,karo,carriage,karuca,hinto,trasur
3656,karo,carriage,karuca,hinto,caru
3657,karo,carriage,karuca,hinto,car
3658,karo,carriage,karuca,vagon,trasur
3659,karo,carriage,karuca,vagon,caru
3660,karo,carriage,karuca,vagon,car
3661,karo,carriage,kareta,koczi,trasur
3662,karo,carriage,kareta,koczi,caru
3663,karo,carriage,kareta,koczi,car
3664,karo,carriage,kareta,hinto,trasur
3665,karo,carriage,kareta,hinto,caru
3666,karo,carriage,kareta,hinto,car
3667,karo,carriage,kareta,vagon,trasur
3668,karo,carriage,kareta,vagon,caru
3669,karo,carriage,kareta,vagon,car
3670,rot,wheel,kolelo,kerek,roata
3671,aks,axle,os,tengely,osie
3672,bost,axle,os,tengely,osie
3673,zge,yoke,igo,yarom,jug
3674,zge,yoke,igo,iga,jug
3675,zge,yoke,jarem,yarom,jug
3676,zge,yoke,jarem,iga,jug
3677,zge,yoke,xomot,yarom,jug
3678,zge,yoke,xomot,iga,jug
3679,aniye,ship,korab,hayo,corabie
3680,vark,boat,lodka,czonak,luntre
3681,vark,boat,lodka,czonak,barca
3682,bark,boat,lodka,czonak,luntre
3683,bark,boat,lodka,czonak,barca
3684,lundr,boat,lodka,czonak,luntre
3685,lundr,boat,lodka,czonak,barca
3686,trap,raft,sal,tutay,pluta
3687,args,raft,sal,tutay,pluta
3688,parom,raft,sal,tutay,pluta
3689,lugat,oar,greblo,evez,visl
3690,lugat,oar,greblo,evez,lopata
3691,lugat,oar,veslo,evez,visl
3692,lugat,oar,veslo,evez,lopata
3693,rem,oar,greblo,evez,visl
3694,rem,oar,greblo,evez,lopata
3695,rem,oar,veslo,evez,visl
3696,rem,oar,veslo,evez,lopata
3697,palamar,oar,greblo,evez,visl
3698,palamar,oar,greblo,evez,lopata
3699,palamar,oar,veslo,evez,visl
3700,palamar,oar,veslo,evez,lopata
3704,timon,rudder,kormilo,kormany,cirm
3705,timon,rudder,rul,kormany,cirm
3706,sulic,mast,macta,arboc,catart
3707,direk,mast,macta,arboc,catart
3708,albur,mast,macta,arboc,catart
3709,vel,sailnoun,korabnoplatno,vitorla,pinz
3710,plhur,sailnoun,korabnoplatno,vitorla,pinz
3711,spiranc,anchor,kotva,horgony,ancora
3712,kan,anchor,kotva,horgony,ancora
3713,liman,harbor,pristaniste,kikot,port
3714,port,harbor,pristaniste,kikot,port
3715,skel,harbor,pristaniste,kikot,port
3718,ka,have,imam,van,avea
3719,zotaron,own,pritezavam,birtokol,poseda
3720,zotaron,own,imam,birtokol,poseda
3721,mer,take,vzemam,vesz,lua
3722,z,take,vzemam,vesz,lua
3723,kap,seize,xvastam,elegend,apuca
3724,kap,seize,xvastam,elegend,prinde
3725,kap,seize,ulavjam,elegend,apuca
3726,kap,seize,ulavjam,elegend,prinde
3727,kap,seize,sgrabcvam,elegend,apuca
3728,kap,seize,sgrabcvam,elegend,prinde
3729,rok,seize,xvastam,elegend,apuca
3730,rok,seize,xvastam,elegend,prinde
3731,rok,seize,ulavjam,elegend,apuca
3732,rok,seize,ulavjam,elegend,prinde
3733,rok,seize,sgrabcvam,elegend,apuca
3734,rok,seize,sgrabcvam,elegend,prinde
3735,prfin,seize,xvastam,elegend,apuca
3736,prfin,seize,xvastam,elegend,prinde
3737,prfin,seize,ulavjam,elegend,apuca
3738,prfin,seize,ulavjam,elegend,prinde
3739,prfin,seize,sgrabcvam,elegend,apuca
3740,prfin,seize,sgrabcvam,elegend,prinde
3741,mban,hold,darza,tart,tine
3742,mer,get,dobivam,megkap,capta
3743,mer,get,dobivam,megkap,obtine
3744,fiton,get,dobivam,megkap,capta
3745,fiton,get,dobivam,megkap,obtine
3746,mban,keep,zapazvam,gondoz,tine
3747,mban,keep,zapazvam,tart,tine
3748,mban,keep,zapazvam,rendelkezik,tine
3749,mban,keep,darza,gondoz,tine
3750,mban,keep,darza,tart,tine
3751,mban,keep,darza,rendelkezik,tine
3752,ruan,keep,zapazvam,gondoz,tine
3753,ruan,keep,zapazvam,tart,tine
3754,ruan,keep,zapazvam,rendelkezik,tine
3755,ruan,keep,darza,gondoz,tine
3756,ruan,keep,darza,tart,tine
3757,ruan,keep,darza,rendelkezik,tine
3785,yep,give,davam,ad,da
3786,yep,give,davam,yuttat,da
3787,ken,giveback,vrastam,viszszad,inapoa
3788,ruan,preserve,zapazvam,riz,pastra
3789,ruan,preserve,darza,riz,pastra
3790,ruan,preserve,grizaseza,riz,pastra
3791,spton,save,spasjavam,ov,mintui
3792,spton,save,spasjavam,ov,scapa
3793,spton,save,spasjavam,ved,mintui
3794,spton,save,spasjavam,ved,scapa
3795,pris,destroy,razrusavam,elpusztit,distruge
3796,pris,destroy,razrusavam,tonkretesz,distruge
3797,dmton,harm,vredjana,art,facerau
3798,dmton,harm,vredjana,art,vatma
3799,dmton,harm,povrezdam,art,facerau
3800,dmton,harm,povrezdam,art,vatma
3801,vret,harm,vredjana,art,facerau
3802,vret,harm,vredjana,art,vatma
3803,vret,harm,povrezdam,art,facerau
3804,vret,harm,povrezdam,art,vatma
3805,krkon,seek,tarsja,keres,cautacerca
3806,krkon,seek,potarsvam,keres,cautacerca
3807,gen,find,namiram,megtalal,gasi
3808,gen,find,namiram,megtalal,afla
3809,humb,lose,gubja,elveszit,pierde
3810,humb,lose,zagubvam,elveszit,pierde
3811,lon,release,puskam,elereszt,lasa
3812,para,money,pari,penz,bani
3813,para,money,pari,penz,parale
3814,para,money,para,penz,bani
3815,para,money,para,penz,parale
3816,mone,coin,moneta,ercpenz,moneda
3817,mone,coin,moneta,ercpenz,ban
3818,ibegatsm,rich,bogat,gazdag,bogat
3819,ipasur,rich,bogat,gazdag,bogat
3820,zengin,rich,bogat,gazdag,bogat
3821,fukara,poor,beden,szegeny,sarac
3822,lups,beggar,prosjak,koldus,cersetor
3823,koprac,avaricious,svidliv,onz,sgircit
3824,koprac,avaricious,svidliv,onz,avar
3825,koprac,avaricious,svidliv,onz,scump
3826,koprac,avaricious,svidliv,kapzsi,sgircit
3827,koprac,avaricious,svidliv,kapzsi,avar
3828,koprac,avaricious,svidliv,kapzsi,scump
3829,koprac,avaricious,srebroljubiv,onz,sgircit
3830,koprac,avaricious,srebroljubiv,onz,avar
3831,koprac,avaricious,srebroljubiv,onz,scump
3832,koprac,avaricious,srebroljubiv,kapzsi,sgircit
3833,koprac,avaricious,srebroljubiv,kapzsi,avar
3834,koprac,avaricious,srebroljubiv,kapzsi,scump
3835,koprac,avaricious,alcen,onz,sgircit
3836,koprac,avaricious,alcen,onz,avar
3837,koprac,avaricious,alcen,onz,scump
3838,koprac,avaricious,alcen,kapzsi,sgircit
3839,koprac,avaricious,alcen,kapzsi,avar
3840,koprac,avaricious,alcen,kapzsi,scump
3841,koprac,avaricious,skaperniceski,onz,sgircit
3842,koprac,avaricious,skaperniceski,onz,avar
3843,koprac,avaricious,skaperniceski,onz,scump
3844,koprac,avaricious,skaperniceski,kapzsi,sgircit
3845,koprac,avaricious,skaperniceski,kapzsi,avar
3846,koprac,avaricious,skaperniceski,kapzsi,scump
3847,koprac,avaricious,stistnat,onz,sgircit
3848,koprac,avaricious,stistnat,onz,avar
3849,koprac,avaricious,stistnat,onz,scump
3850,koprac,avaricious,stistnat,kapzsi,sgircit
3851,koprac,avaricious,stistnat,kapzsi,avar
3852,koprac,avaricious,stistnat,kapzsi,scump
3853,saraf,avaricious,svidliv,onz,sgircit
3854,saraf,avaricious,svidliv,onz,avar
3855,saraf,avaricious,svidliv,onz,scump
3856,saraf,avaricious,svidliv,kapzsi,sgircit
3857,saraf,avaricious,svidliv,kapzsi,avar
3858,saraf,avaricious,svidliv,kapzsi,scump
3859,saraf,avaricious,srebroljubiv,onz,sgircit
3860,saraf,avaricious,srebroljubiv,onz,avar
3861,saraf,avaricious,srebroljubiv,onz,scump
3862,saraf,avaricious,srebroljubiv,kapzsi,sgircit
3863,saraf,avaricious,srebroljubiv,kapzsi,avar
3864,saraf,avaricious,srebroljubiv,kapzsi,scump
3865,saraf,avaricious,alcen,onz,sgircit
3866,saraf,avaricious,alcen,onz,avar
3867,saraf,avaricious,alcen,onz,scump
3868,saraf,avaricious,alcen,kapzsi,sgircit
3869,saraf,avaricious,alcen,kapzsi,avar
3870,saraf,avaricious,alcen,kapzsi,scump
3871,saraf,avaricious,skaperniceski,onz,sgircit
3872,saraf,avaricious,skaperniceski,onz,avar
3873,saraf,avaricious,skaperniceski,onz,scump
3874,saraf,avaricious,skaperniceski,kapzsi,sgircit
3875,saraf,avaricious,skaperniceski,kapzsi,avar
3876,saraf,avaricious,skaperniceski,kapzsi,scump
3877,saraf,avaricious,stistnat,onz,sgircit
3878,saraf,avaricious,stistnat,onz,avar
3879,saraf,avaricious,stistnat,onz,scump
3880,saraf,avaricious,stistnat,kapzsi,sgircit
3881,saraf,avaricious,stistnat,kapzsi,avar
3882,saraf,avaricious,stistnat,kapzsi,scump
3883,cingun,avaricious,svidliv,onz,sgircit
3884,cingun,avaricious,svidliv,onz,avar
3885,cingun,avaricious,svidliv,onz,scump
3886,cingun,avaricious,svidliv,kapzsi,sgircit
3887,cingun,avaricious,svidliv,kapzsi,avar
3888,cingun,avaricious,svidliv,kapzsi,scump
3889,cingun,avaricious,srebroljubiv,onz,sgircit
3890,cingun,avaricious,srebroljubiv,onz,avar
3891,cingun,avaricious,srebroljubiv,onz,scump
3892,cingun,avaricious,srebroljubiv,kapzsi,sgircit
3893,cingun,avaricious,srebroljubiv,kapzsi,avar
3894,cingun,avaricious,srebroljubiv,kapzsi,scump
3895,cingun,avaricious,alcen,onz,sgircit
3896,cingun,avaricious,alcen,onz,avar
3897,cingun,avaricious,alcen,onz,scump
3898,cingun,avaricious,alcen,kapzsi,sgircit
3899,cingun,avaricious,alcen,kapzsi,avar
3900,cingun,avaricious,alcen,kapzsi,scump
3901,cingun,avaricious,skaperniceski,onz,sgircit
3902,cingun,avaricious,skaperniceski,onz,avar
3903,cingun,avaricious,skaperniceski,onz,scump
3904,cingun,avaricious,skaperniceski,kapzsi,sgircit
3905,cingun,avaricious,skaperniceski,kapzsi,avar
3906,cingun,avaricious,skaperniceski,kapzsi,scump
3907,cingun,avaricious,stistnat,onz,sgircit
3908,cingun,avaricious,stistnat,onz,avar
3909,cingun,avaricious,stistnat,onz,scump
3910,cingun,avaricious,stistnat,kapzsi,sgircit
3911,cingun,avaricious,stistnat,kapzsi,avar
3912,cingun,avaricious,stistnat,kapzsi,scump
3913,yephua,lend,davam,itel,imprumuta
3914,yephua,lend,davam,itel,dacuimprumut
3915,yepbor,lend,davam,itel,imprumuta
3916,yepbor,lend,davam,itel,dacuimprumut
3917,huan,lend,davam,itel,imprumuta
3918,huan,lend,davam,itel,dacuimprumut
3919,merhua,borrow,vzemamnazaem,elfolgal,imprumuta
3920,merhua,borrow,vzemamnazaem,elfolgal,luacuimprumut
3921,huazon,borrow,vzemamnazaem,elfolgal,imprumuta
3922,huazon,borrow,vzemamnazaem,elfolgal,luacuimprumut
3923,deturohet,owe,dalza,tartozik,datori
3924,bor,debt,dalg,adossag,datorie
3925,deturim,debt,dalg,adossag,datorie
3926,paguan,pay,plastam,fizet,plati
3927,paguan,pay,zaplastam,fizet,plati
3928,logari,account,smetka,szamla,socoteala
3929,logari,account,smetka,szamla,cont
3930,logari,account,smjatane,szamla,socoteala
3931,logari,account,smjatane,szamla,cont
3932,tagr,tax,danak,fizetes,impozit
3933,tagr,tax,danak,fizetes,taxa
3934,tagr,tax,danak,diy,impozit
3935,tagr,tax,danak,diy,taxa
3936,tagr,tax,nalog,fizetes,impozit
3937,tagr,tax,nalog,fizetes,taxa
3938,tagr,tax,nalog,diy,impozit
3939,tagr,tax,nalog,diy,taxa
3940,harac,tax,danak,fizetes,impozit
3941,harac,tax,danak,fizetes,taxa
3942,harac,tax,danak,diy,impozit
3943,harac,tax,danak,diy,taxa
3944,harac,tax,nalog,fizetes,impozit
3945,harac,tax,nalog,fizetes,taxa
3946,harac,tax,nalog,diy,impozit
3947,harac,tax,nalog,diy,taxa
3948,payton,hire,naemam,kiberel,tocmi
3949,payton,hire,naemam,felfogad,tocmi
3950,angazon,hire,naemam,kiberel,tocmi
3951,angazon,hire,naemam,felfogad,tocmi
3952,pag,wages,nadnica,fizetes,leafa
3953,pag,wages,nadnica,fizetes,plata
3954,pag,wages,nadnica,ber,leafa
3955,pag,wages,nadnica,ber,plata
3956,pag,wages,zaplata,fizetes,leafa
3957,pag,wages,zaplata,fizetes,plata
3958,pag,wages,zaplata,ber,leafa
3959,pag,wages,zaplata,ber,plata
3960,fiton,earn,pecelja,keres,cistiga
3961,z,earn,pecelja,keres,cistiga
3962,kit,earn,pecelja,keres,cistiga
3963,blen,buy,kupuvam,vasarol,cumpara
3964,set,sell,prodavam,elad,vinde
3965,kmben,trade,targuvam,kereskedik,negocia
3966,kmben,trade,targuvam,kereskedik,negustori
3967,kmben,trade,targuvam,kereskedik,trafica
3968,tregton,trade,targuvam,kereskedik,negocia
3969,tregton,trade,targuvam,kereskedik,negustori
3970,tregton,trade,targuvam,kereskedik,trafica
3971,treg,trade,targuvam,kereskedik,negocia
3972,treg,trade,targuvam,kereskedik,negustori
3973,treg,trade,targuvam,kereskedik,trafica
3974,tregtar,merchant,targovec,keresked,negustor
3975,tregtar,merchant,targovec,keresked,comerciante
3976,treg,marketplace,pazar,vasar,tirg
3977,treg,marketplace,pazar,piac,tirg
3978,treg,marketplace,tarziste,vasar,tirg
